rats,reafdsadf,failed,12303,
rats,reafdsadf,passed,1358,
rats,reafdsadf,failed,1765,
rats,reafdsadf,passed,1607,
rats,reafdsadf,failed,7112,a a a a 
rats,reafdsadf,passed,2213,s
rats,reafdsadf,failed,1918,d
rats,reafdsadf,passed,2282,f
rats,reafdsadf,passed,2231,
rats,reafdsadf,failed,1626,
rats,reafdsadf,passed,2889,
rats,reafdsadf,failed,2802,
TOTAL TEST TIME: 41909
